action	imageStyle	message	startTime	endTime	room	roomId	mapId	sessionTimeID	title	abb	description	id
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:00 AM	11:00 AM	Aria, Level 1, Pinyon 2	2032	0	10169	How Voice Technology Is Moving Higher Education to a New Era	ALX203 -	In this presentation, hear from John Rome, Arizona State University’s Deputy CIO, and Jared Stein, Instructure’s VP of Higher Ed Strategy, on how voice technology is bringing higher education to a new era. Come learn how institutions are adopting Alexa on campus and in their curriculum to serve students in new, innovative ways and how Instructure is rethinking the delivery of education for millions of customers through their Canvas skill for Alexa.	16303
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 11:30 AM	12:30 PM	Aria, Level 1, Pinyon 2	2032	0	10928	Now Hear This: How Earplay Architects an Alexa Radio Drama	ALX325 -	With Earplay, you can enjoy audio stories you play with your voice, featuring voice acting and sound effects like in a radio drama. In this session, join Dave Grossman, CCO of Earplay, and Cami Williams, Alexa evangelist, as they discuss the technical and design challenges that the Earplay team overcame when they built their Alexa experience. Leave this session with an understanding of how to use the Alexa Service, AWS Lambda, Amazon DynamoDB, SSML, and testing tools to deliver similar experiences to your customers.	16500
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 1:00 PM	2:00 PM	Aria, Level 3, Juniper 1	2028	0	10172	It’s All in the Data: The Machine Learning Behind Alexa’s AI Systems	ALX319 -	Garbage in, garbage out. The quality of all machine learning solutions depends on the data used in training. Alexa developers are able to use advanced natural language understanding capabilities like built-in slot and intent training, entity resolution, and dialog management. This utterance data behind your skills is the most important contributor to the voice input experience. This session discusses how utterance data is processed by our systems, and what you can do as a developer to improve accuracy.	16315
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	Aria, Level 1, Pinyon 5	2033	0	10929	Building Natural Language Dialogs with Alexa	ALX326 -	In this session, we cover using Alexa's dialog management, entity resolution, and slot elicitation capabilities as well as how to process the results through a microservice with AWS Lambda. Leave this session with a complete picture of all the tools and techniques required to build complex, production-quality Alexa skills.	16505
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 12:15 PM	1:15 PM	Venetian, Level 4, Lando 4202	1983	0	12354	Launch Applications the Amazon Way	DEV203 -	"Today, small software teams have the ability to disrupt big markets as more and more businesses start to deliver their products as-a-service. The ability for teams to respond to customers and innovate quickly is their key differentiator. In this session, we will cover how you can begin your DevOps journey by sharing best practices used by the ""two pizza"" engineering teams at Amazon. We will showcase how you can accelerate developer productivity by implementing continuous Integration and delivery workflows using AWS Developer tools including AWS CodeStar, AWS CodeCommit, AWS CodeBuild, AWS CodePipeline and AWS CodeDeploy. Finally, we will demonstrate how to build an end-to-end CICD pipeline with CodeStar in minutes."	14960
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 4:45 PM	5:45 PM	Venetian, Level 5, Palazzo P	1988	0	10441	AWS CLI: 2017 and Beyond	DEV307 -	Are you using the AWS CLI to manage your AWS services and want to do more? In this session learn how to utilize the latest features of the AWS CLI to improve your current workflows in interacting with and managing your AWS resources from the command line. It is recommended that audience members have familiarity with the AWS CLI as this talk will focus on its newer, more advanced features. Come hear from the core AWS CLI development team on how to leverage these features for 2017 and beyond!	14977
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 5:30 PM	6:30 PM	Venetian, Level 2, Venetian E	1989	0	10434	Learn how to deploy and scale web applications on AWS	DEV305 -	AWS Elastic Beanstalk provides an easy way for you to quickly deploy, manage, and scale applications in the AWS Cloud. Through interactive demos and code samples, this session will teach you how to deploy your code using Elastic Beanstalk, provision and use other AWS services (Amazon SNS, Amazon SQS, and Amazon DynamoDB, AWS CodeCommit) use your application’s health metrics to tune performance, scale your application to handle millions of requests, perform zero-downtime deployments with traffic routing, and keep the underlying application platform up-to-date with managed updates.	14972
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 7:00 AM	8:00 AM	Venetian, Level 2, Veronese 2405	1940	0	10594	Extending Data Centers to the Cloud: Connectivity Options and Considerations for Hybrid Environments	NET301 -	Many enterprises on their journey into the cloud require consistent and highly secure connectivity between their existing data center and AWS footprints. In this session, we walk through the different architecture options for establishing this connectivity using AWS Direct Connect and VPN. With each option, we evaluate the considerations and discuss risk, performance, encryption, and cost. As we walk through these options, we answer some of the common questions that arise from enterprises that tackle design and implementation. You'll learn how to make connectivity decisions that are suitable for your workloads, and how to best prepare against business impact in the event of failure.	14218
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 2:30 PM	3:30 PM	Venetian, Level 2, Titian 2204	1991	0	10489	Farewell to a Trade-off: Enabling High-scale, Bank-wide Cloud Adoption by Delivering Control and Self-service through Automation and Continuous Compliance	FSV304 -	Many financial institutions want to provide greater autonomy to their developers but find themselves hemmed in by intricate legacy processes and centralized IT teams that own different parts of the infrastructure and application stack. For Barclays PLC, the solution to this impasse lay in automating the management of hundreds (and, soon, thousands) of accounts, granting developers access to AWS technology directly via AWS Console or API while conforming to bank policy. Key to Barclays’ strategy is “Persephone,” a system that creates accounts, sets policy, defines which services are enabled in the account, and runs Lambda functions to ensure continuous compliance. Persephone relies on services including CloudTrail, CloudWatch Events, IAM, KMS, and others to balance control and productivity. Barclays is also working to introduce automated reasoning testing and assurance techniques made available by the Automated Reasoning Group at AWS. Attendees of this session will gain an understanding of the mindset, skillset, and toolset shifts that a diversified global financial institution must make to meet the control objectives of the present while ensuring the agility to accommodate technology change of the future.	14484
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:00 AM	11:00 AM	Venetian, Level 2, Titian 2204	1991	0	10486	Security Anti-Patterns:  Mistakes to Avoid	FSV301 -	At AWS, security is job zero. Our infrastructure is architected for the most data-sensitive, financial services companies in the world. We have worked with global enterprises to meet their respective security requirements and have learned that there are best practices and pitfalls to avoid. In this session, we provide a guided tour of governance patterns to avoid – ones that may seem logical at first, but that actually impede your ability scale and realize business agility. We also cover best practices, such as setting up key preventative and detective controls for implementing 360-degrees of security coverage, practicing DevSecOps on a massive scale, and leveraging the AWS services (such as Amazon VPC, IAM, Amazon EMR, Amazon S3, Amazon CloudWatch, and AWS Lambda) to meet the most strict and robust enterprise security requirements.	14477
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:45 AM	11:45 AM	Venetian, Level 2, Veronese 2405	1940	0	10150	Cache Me If You Can: Minimizing Latency While Optimizing Cost Through Advanced Caching Strategies	ATC303 -	From CloudFront to ElastiCache to DynamoDB Accelerator (DAX), this is your one-stop shop for learning how to apply caching methods to your AdTech workload: What data to cache and why? What are common side effects and pitfalls when caching? What is negative caching and how can it help you maximize your cache hit rate? How to use DynamoDB Accelerator in practice? How can you ensure that data always stays current in your cache? These and many more topics will be discussed in depth during this talk and we’ll share lessons learned from Team Internet, the leading provider in domain monetization.	14472
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:00 PM	5:00 PM	Venetian, Level 4, Delfino 4005	1982	0	10590	Designing for Disney/Marvel Studio-Grade Security	MAE401 -	Security is paramount for media storage and workloads and can directly impact a studio's bottom line. As core media workloads move to the cloud, it’s imperative to examine the security implications of a multi-tenant public cloud environment in light of various asset classifications, content production, and delivery scenarios, as well as content handling during production workloads. In this session, we address questions and concerns about security in the cloud in the context of tier-1 (pre-released) studio content, as well as the MPAA. We highlight a studio's journey to meet Marvel’s security requirements and run a tier-1 content workflow in the cloud and discuss what it took to approve the environment on AWS.	14511
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	Venetian, Level 5, Palazzo L	1986	0	10588	Personalizing PBS National Channels by Shifting to Local Ads and Time Zones Automatically	MAE302 -	As a national broadcaster, PBS must present the news at 7PM across multiple time zones while offering their local affiliates options for customizing the ad payloads. By using AWS Elemental Cloud, Amazon S3, Amazon EC2, AWS Direct Connect, and other services, PBS is able to improve the user and operator experience while monetizing video content with server-side ad insertion and time-shifting of their broadcasts. Hear how PBS uses their own solutions and AWS products and services to enhance their national content distribution capabilities.	14509
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 10:45 AM	1:15 PM	Venetian, Level 1, Marco Polo 802	1996	0	11098	Instant Video Highlights: Build Your Own Frame-Accurate Live-to-VOD Workflow with Image Recognition	MAE307 -	With frame accurate live-to-VOD demonstration as a backdrop, learn how to build unique video solutions quickly, easily and at scale. Understand the development process, tools and timeline needed to create a customized live-to-VOD workflow for your application. Experts from Amazon Web Services and AWS Elemental highlight requirements to create a frame accurate live-to-VOD workflow with image recognition using AWS Elemental Delta and AWS cloud services. CTOs, engineering managers, product and program managers receive knowledge that can be applied to their own video workflows.	14516
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 9:15 AM	11:45 AM	MGM, Level 1, Grand Ballroom 115	2014	0	11411	Creating an Effective Roadmap for Your Cloud Journey	ENT222 -	This cloud journey simulation is an experiential session that works through a representative use case of a company’s cloud adoption journey. In this session, participants divide into teams, and each team makes practical recommendations on people transformation, migration methodology, and foundation establishment. Teams then present their solutions and compare them with the solutions recommended by the facilitators. Participants have the opportunity to learn and share practical tips with other AWS customers for making their cloud journey successful.	15398
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 9:15 AM	10:15 AM	Venetian, Level 1, Casanova 507	1960	0	11071	Capturing Voice Input in a Browser and Sending it to Amazon Lex	MCL319 -	In this chalk talk, we demonstrate how to build a simple web application that uses the AWS SDK for JavaScript. The example application (accessible from a browser) records audio, sends it to Amazon Lex, and plays the response. We show how to use browser APIs and JavaScript to request access to a microphone, record audio, downsample the audio, and PCM encode the audio as a WAV file. We also show how to implement silence detection and audio visualization—essential to building a user friendly audio control. Please be familiar with AWS JavaSript SDK, Amazon Lex PostContent API, Web Audio API, getUserMedia, and Amazon Lex Runtime Service.	14047
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 8:30 AM	9:30 AM	Venetian, Level 2, Titian 2204	1991	0	12229	Maximizing the Customer Experience with AI on AWS	MCL302 -	In this session, you will learn best practices for implementing simple to advanced AI/ML use cases on AWS. First. we will review the decision points for using democratised services such as Amazon Lex, Amazon Polly and integration with services such as Amazon Connect. Then we will look at real use cases, optimising the customer experience with chatbots, streamlining the customer experience predicting responses with Amazon Connect. Finally, we will dive deep into the most common of these patterns and cover design and implementation considerations. By the end of the session you will understand how to use Amazon Lex to optimise the user experience, through different user interactions.	14061
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 12:15 PM	1:15 PM	Venetian, Level 2, Veronese 2405	1940	0	10296	How Do I Build a Global Transit Network on AWS?	MSC302 -	As customers put more workloads into AWS, the number of VPCs a customer needs to manage also grows. VPCs can exist across geographically disparate AWS Regions, or run in separate AWS accounts connecting to a common VPC that serves as a global network transit center. This session shows you how to implement a networking construct that AWS calls a transit VPC using the Cisco Cloud Services Router. This network topology simplifies network management and minimizes the number of connections that you need to set up and manage. Even better, it is implemented virtually and doesn't require physical network gear or a physical presence in a colocation transit hub. Come hear why customers are procuring this service through AWS Marketplace and how customers are using the transit VPC for private networking, shared connectivity, and cross-account AWS usage.	14523
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 7:00 PM	8:00 PM	Venetian, Level 5, Palazzo L	1986	0	12282	Deep Dive on Amazon Elastic Block Store (Amazon EBS)	STG306 -	In this popular session, discover how Amazon EBS can take your application deployments on Amazon EC2 to the next level. Learn about Amazon EBS features and benefits, how to identify applications that are appropriate for use with Amazon EBS, best practices, and details about its performance and volume types. The target audience is storage administrators, application developers, applications owners, and anyone who wants to understand how to optimize performance for Amazon EC2 using the power of Amazon EBS.	14573
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 1:45 PM	2:45 PM	Venetian, Level 2, Veronese 2405	1940	0	11447	Deep Dive on Data Archiving in Amazon S3 & Amazon Glacier	STG304 -	Learn about ways to archive data for compliance or cost savings, and balance retrieval speed and cost to fit your specific use case. We examine concepts such as active archiving (archive storage with fast retrieval times), compliance archiving, and many more.	14566
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 7:00 PM	8:00 PM	Venetian, Level 1, Casanova 502	1962	0	10687	Best Practices for Amazon S3	STG302 -	Learn best practices for Amazon Simple Storage Service (Amazon S3) performance optimization, security, data transfer, bucket architecture, and much more. Learn how to optimize key naming to increase throughput, apply the appropriate AWS Identity and Access Management (IAM) and encryption configurations, and leverage object tagging and other features to enhance security.	14561
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 2:30 PM	5:00 PM	MGM, Level 3, Premiere Ballroom 318	2016	0	11410	How Amazon Works Backward from the Customer to Drive Innovation	ENT220 -	Working Backward is a core mechanism in Amazon’s innovation process, used to drive a persistent customer focus.  Creating a Working Backward document enables you to clarify thinking, share your ideas, and validate the customer value of those ideas using language your customers understand. This workshop introduces you to the concept of Working Backward, and takes you through a hands-on activity of building your own press release and frequently asked questions document (PR-FAQ). By completing the workshop, you can learn new techniques to facilitate customer-driven innovation within your organization.	16358
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 3:15 PM	5:45 PM	MGM, Level 3, Premiere Ballroom 318	2016	0	11412	Leveraging the AWS Cloud Adoption Framework to Build Your Cloud Action Plan	ENT223 -	The AWS Cloud Adoption Framework (AWS CAF) incorporates best practices and guidance learned through hundreds of customer engagements, into a comprehensive framework for implementing cloud computing across your organization.  In this workshop, we break down the complicated process of launching your cloud adoption journey into manageable areas of focus that cover both technical and business stakeholders. Within each focus area, you learn to define work streams spanning multiple disciplines and teams, including how to create an action plan that can guide your organization's change management during your journey to the cloud. Attendees can prepare by reading the  AWS Cloud Adoption Framework Introduction Whitepaper . Technical and nontechnical leaders and managers are encouraged to attend.	16372
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	Aria, Level 3, Ironwood 5	2031	0	11338	IT Innovators: New Technology for Leveraging Data to Enable Agility, Innovation, and Business Optimization	ABD223 -	"Companies of all sizes are looking for technology to efficiently leverage data and their existing IT investments to stay competitive and understand where to find new growth. Regardless of where companies are in their data-driven journey, they face greater demands for information by customers, prospects, partners, vendors and employees. All stakeholders inside and outside the organization want information on-demand or in “real time”, available anywhere on any device. They want to use it to optimize business outcomes without having to rely on complex software tools or human gatekeepers to relevant information. Learn how IT innovators at companies such as MasterCard, Jefferson Health, and TELUS are using Domo’s Business Cloud to help their organizations more effectively leverage data at scale.
 
 Session sponsored by Domo"	17495
		Session enrollment has not yet begun.<br /><br />Session Time Full	Wednesday, Nov 29, 3:20 PM	3:35 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11362	Stop Wasting Your Time: How to Spend More Time Focusing on Your Security Risks That Actually Matter	DEM57 -	"There is a lot of talk about cybersecurity. Between the sheer number of vendors and daily news coverage about the latest breach, it’s easy to feel like you don’t know where to start. Not to mention it’s nearly impossible to keep up with the pace of tech evolution, like cloud infrastructure, containers, or the latest configuration tool. Nevertheless, you’re challenged with protecting your organization from intrusion, insider threats, and data loss. In this talk, Sam Bisbee, Threat Stack’s CSO, helps you understand how to calculate your organization's risk, devise a realistic defense strategy for your cloud workloads, and take action using both built-in and other tools.
 
  
 
 Session sponsored by Threat Stack, Inc."	17262
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 5:55 PM	6:10 PM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11380	Low-Code Application Development with Appian on AWS	DEM41 -	"How fast can you build out a new, scalable, secure and enterprise ready business app? 1 day? 1 hour? 30 minutes? How about 15 minutes? In this session, you see how to leverage Appian to go from idea to done in under 15 minutes and be ready to extend that application with the latest AWS services, such as Amazon Machine Learning, AWS Lambda, AWS Lex, and AWS IoT. Appian provides a leading low-code software development platform with leading business process management (BPM) capabilities running in AWS that enables organizations to rapidly develop powerful and unique business applications.
 
 Session sponsored by Appian"	16663
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 11:30 AM	12:30 PM	Aria, Level 3, Juniper 1	2028	0	11339	Sysco’s Journey to Business Insight and Impact with Amazon Redshift	ABD211 -	"This session details Sysco's journey from a company focused on hindsight-based reporting to one focused on insights and foresight. For this shift, Sysco moved from multiple data warehouses to an AWS ecosystem including Amazon Redshift, Amazon EMR, AWS Data Pipeline, and more. Working with Tableau, the team at Sysco gained agile insight across their business. Learn how Sysco decided to use AWS, how they scaled, and how they became more strategic with the AWS ecosystem and Tableau.
 
 Session sponsored by Tableau"	16682
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 1:45 PM	2:45 PM	MGM, Level 1, Grand Ballroom 113	2006	0	11561	Love, Fraud, and IoT	ENT224 -	"eHarmony, AMEX, and Cisco hold a fireside chat with Redis Labs' CMO to discuss the challenges of global deployments of large-scale applications that need to support personalized user experiences based on real-time insights. The architects from these companies share how Redis Enterprise operates as the primary data store, tackles the issues of maintaining consistency in geo-distributed deployments, ingests massive amounts of data while executing hybrid transactions-analytics functions, and balances workloads between RAM and SSDs while performing hundreds of thousands of operations per second with sub-millisecond latency. In this business-technical session, the audience learns about diverse use cases and capabilities of Redis, a highly popular in-memory NoSQL database. Capabilities include job and queue management, machine learning, streaming, search, geospatial indexing, fast data ingest, and high-speed transactions.
 
  
 
 Session sponsored by Redis Labs"	16783
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 2:05 PM	2:20 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11373	Your Grandmother’s Monitoring Tools Do Not Provide Hybrid IT Service Assurance	DEM40 -	"Cloud environments are dynamic in nature, and you’re not doing yourself any favors by relying on your grandmother’s monitoring tools to manage them. Hybrid cloud environments offer the best of cloud and on-premises worlds, but also offer new challenges in managing them. In this session, you can learn how the largest companies in the world are maintaining the highest levels of service in these environments – by evolving from old school monitoring to IT service assurance. This session covers: The anatomy of IT services–in the cloud and on-premises; the difference between monitoring and IT service assurance; the best way to ensure service delivery in a hybrid IT environment; and a customer case study where 97% of infrastructure was transitioned to the cloud. A service-centric approach not only ensures the end-to-end health of IT services and applications, but also enables uninterrupted operations before, during, and after migrations to the cloud. IT service assurance is the modern approach for enabling enterprise IT organizations to quickly and effectively onboard cloud resources and ensure consistent service delivery across cloud and on-premises systems. This session breaks down a real-world case study demonstrating how one customer seamlessly migrated 97 percent of its physical infrastructure to the cloud without disruptions, while also identifying system interdependencies and redundant equipment to avoid the costs of transitioning unnecessary systems. Don’t miss this insight on leveraging hybrid IT service assurance to ensure uptime in modern IT environments.
 
 Session sponsored by Zenoss"	16480
		Session enrollment has not yet begun.<br /><br />Session Time Full	Wednesday, Nov 29, 12:25 PM	12:40 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11356	Using Amazon S3 for Intelligent Storage	DEM43 -	"Amazon S3 is the largest object store in the world and an ideal platform for storing your data. Rubrik helps you get more out of Amazon S3 by leveraging your data intelligently for multiple uses; including archiving, disaster recovery, test/development, and business analytics. In this session we’ll demonstrate how Rubrik reduces your costs by archiving data into Amazon S3, replacing your costly tape solution and enables you to use your Amazon S3 data and AWS resources to create a cost-effective disaster recovery solution in the cloud. We also discuss using your Amazon S3 data to accelerate your application development, giving you a competitive advantage.
 
 Session sponsored by Rubrik"	16721
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 1:40 PM	1:55 PM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11377	Monitoring Built for vSRX Hybrid Cloud Architecture with AWS	DEM27 -	"Running a virtual firewall like vSRX is a great way to protect your workloads running across private, public, and hybrid cloud architecture. It provides scalable, secure protection across your on-premises environments as well as public clouds like AWS. But the problem remains, how do you monitor those cloud-native applications in real time, so that service levels are assured by mitigating problems before they start impacting users? In this live demonstration, we show how AWS users can use AppFormix to monitor the vSRX and their applications in real time. Then, we demonstrate how AppFormix can automatically add or remove instances of vSRX to meet the dynamic demand for the application, all happening in real time, remediating issues before they impact users, all while protected by the vSRX virtual firewall.
 
 Session sponsored by Juniper Networks, Inc."	16175
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	Aria, Level 3, Juniper 4	2030	0	10933	Accelerating the Speed of Innovation with a Data Sciences Data & Analytics Hub at Takeda	ABD209 -	"Historically, silos of data, analytics, and processes across functions, stages of development, and geography created a barrier to R&D efficiency. Gathering the right data necessary for decision-making was challenging due to issues of accessibility, trust, and timeliness. In this session, learn how Takeda is undergoing a transformation in R&D to increase the speed-to-market of high-impact therapies to improve patient lives. The Data and Analytics Hub was built, with Deloitte, to address these issues and support the efficient generation of data insights for functions such as clinical operations, clinical development, medical affairs, portfolio management, and R&D finance. In the AWS hosted data lake, this data is processed, integrated, and made available to business end users through data visualization interfaces, and to data scientists through direct connectivity. Learn how Takeda has achieved significant time reductions—from weeks to minutes—to gather and provision data that has the potential to reduce cycle times in drug development. The hub also enables more efficient operations and alignment to achieve product goals through cross functional team accountability and collaboration due to the ability to access the same cross domain data.
 
 Session sponsored by Deloitte"	15778
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 2:05 PM	2:20 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11347	Cooking in the Cloud with AWS and Chef	DEM29 -	"Increased speed, improved efficiency and reduced risk will be yours when you use Chef Automate on AWS. Whether you need a fully managed service or prefer to roll your own, we have you covered. In this session, learn how you can join the ranks of enduring and transformative companies who use Chef to become fast, efficient and innovative software-driven organizations.
 
 Session sponsored by Chef Software Inc."	15780
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 11:35 AM	11:50 AM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11342	Connecting Worlds Apart: Unifying Security for Hybrid Cloud Workloads	DEM60 -	"A hybrid datacenter is highly heterogeneous and dynamic, with on-premises and cloud-based servers running in different virtual environments and virtual machines changing roles and location on a daily basis. To support business with infrastructure services and resources in an effective and efficient fashion, enterprise IT organizations aspire for unified manageability, visibility, and compliance that cover the entire hybrid cloud. In this session, learn how to ensure continuous and consistent protection of hybrid cloud workloads without compromising the efficiency of datacenter operations.
 
 Session sponsored by Bitdefender"	15901
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 11:10 AM	11:25 AM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11367	Moving Forward without Looking Back	DEM18 -	"As more and more enterprises adopt a DevOps mentality—with the associated cloud native, microservice, and containerized architectures—they face a common challenge. These new technologies require new skillsets and management tools to govern and operate in production, while traditional applications are forced into complex and time-consuming refactoring with no easy path between the two. In this session, we look at how the Nutanix Enterprise Cloud platform shows a new way forward. With native cross-cloud governance and orchestration, Nutanix Calm gives operators full visibility and control for all application types no matter where they run. We also explore how this unique approach allows applications to naturally evolve by eliminating the silos that hold them back.
 
 Session sponsored by Nutanix"	15381
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 11:30 AM	12:30 PM	Aria, Level 3, Juniper 4	2030	0	10931	Leveraging AWS to Fight Financial Crime and Protect National Security	ABD207 -	"Banks aren’t known to share data and collaborate with one another. But that is exactly what the Mid-Sized Bank Coalition of America (MBCA) is doing to fight digital financial crime—and protect national security. Using the AWS Cloud, the MBCA developed a shared data analytics utility that processes terabytes of non-competitive customer account, transaction, and government risk data. The intelligence produced from the data helps banks increase the efficiency of their operations, cut labor and operating costs, and reduce false positive volumes. The collective intelligence also allows greater enforcement of Anti-Money Laundering (AML) regulations by helping members detect internal risks—and identify the challenges to detecting these risks in the first place. This session demonstrates how the AWS Cloud supports the MBCA to deliver advanced data analytics, provide consistent operating models across financial institutions, reduce costs, and strengthen national security.
 
 Session sponsored by Accenture"	15641
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 11:35 AM	11:50 AM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11368	Achieving Cybersecurity at IoT and Cloud Scale	DEM09 -	"With the growth of IoT and cloud, the attack surface that enterprises must protect is expanding dramatically. Unique regulatory requirements by industry verticals are also placing extra pressure on security officers and their teams. How can CISOs effectively respond? First and foremost, by taking an architectural approach, one that includes network segmentation. This creates the best chance of solving enterprise security holistically and for the long term. Key capabilities must include the visibility of all security elements and the communications that these systems and devices generate and, even more importantly, the automation of operations and response. With the current cybersecurity skills gap that many enterprises experience today, the ability to quickly and effectively audit, recommend, and automatically fix the entire network security architecture is critical. Fortinet expands upon existing AWS platform security controls (IAM, segmentation, network ACLs) with advanced security capabilities (IPS, DLP, App Control, Web Filtering, Hybid VPN, Threat Research). This creates an integrated and holistic security posture. In this session, understand how technology evolution and innovation is exponentially expanding the attack surface, explore an architectural approach to network security that includes visibility and automation, and discuss strategies for quickly and effectively auditing, recommending, and repairing network security with limited resources.
 
 Session sponsored by Fortinet"	15242
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 11:30 AM	12:30 PM	Venetian, Level 5, Palazzo N	1987	0	11069	Transforming Customer Experience at Ally Bank Using Amazon Alexa	MCL202 -	"Given the increasing popularity of natural language interfaces such as Voice as User technology or conversational artificial intelligence (AI), Ally® Bank was looking to interact with customers by enabling direct transactions through conversation or voice. They also needed to develop a capability that allows third parties to connect to the bank securely for information sharing and exchange, using oAuth, an authentication protocol seen as the future of secure banking technology. Cognizant’s Architecture team partnered with Ally Bank’s Enterprise Architecture group and identified the right product for oAuth integration with Amazon Alexa and third-party technologies. In this session, we discuss how building products with conversational AI helps Ally Bank offer an innovative customer experience; increase retention through improved data-driven personalization; increase the efficiency and convenience of customer service; and gain deep insights into customer needs through data analysis and predictive analytics to offer new products and services.
 
 Session sponsored by Cognizant"	15343
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 11:30 AM	12:30 PM	MGM, Level 1, Grand Ballroom 124	2008	0	11332	Security and DevOps:  Agility and Teamwork	SID315 -	"In this session, you learn pragmatic steps to integrate security controls into DevOps processes in your AWS environment at scale. Cyber security expert and founder of Alert Logic Misha Govshteyn shares insights from high performing teams who are embracing the reality that an agile security program can enable faster and more secure workload deployments. Joining Misha is Joey Peloquin, Director of Cloud Security Operations at Citrix, who discusses Citrix’s DevOps experiences and how they manage their cyber security posture within the AWS Cloud.
 
 Session sponsored by Alert Logic"	15564
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 11:10 AM	11:25 AM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11390	Accelerate DevOps with Automated Security	DEM12 -	"DevOps is designed for speed. Most security systems are not. In this 15-minute session, learn how you can accelerate application development and deployment of Amazon EC2 instances and containers by leveraging a security system that has been purpose-built for high velocity DevOps environments.
 
 Session sponsored by CloudPassage, Inc."	15261
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 1:15 PM	1:30 PM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11395	When Things Go Wrong: Logs to the Rescue	DEM05 -	"Logs are an invaluable tool when faced with anything from a minor performance hiccup to finding the cause of a major outage and getting your systems back online. Like black box data from an airplane, the data in your logs should be able to tell you when something isn't working properly and should help you figure out where the issues are. In this session, you’ll hear practical advice on how best to get exactly that value from your log data including concrete steps you can take before something goes wrong to ensure sure you’re best set up to respond to an issue or incident quickly.
 
 Sessions sponsored by Scalyr"	15209
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 11:30 AM	12:30 PM	MGM, Level 3, Premiere Ballroom 319	2012	0	11333	Accelerate Value from Big Data, Predictive Analytics, and IoT Initiatives with 1/10th the Effort — Real-World Examples with C3 IoT and AWS	ENT206 -	"Many organizations are awash in different types of data yet struggle to use these assets to benefit their customers and optimize their operations. This session explores best practices from actual deployments at leading global organizations that have unlocked value with C3 IoT and AWS. These include improving identification of fraud, reducing equipment downtime, improving lives by addressing pharmaceutical drug dependency, significantly reducing energy costs and greenhouse gas emissions, and improving sustainability reporting. With C3 IoT and AWS, organizations are proven to quickly solve real-world problems in a fraction of the time. 
 
 Session sponsored by C3 IoT, Inc."	15204
